"scientific","alphaid","kingdom","phylum","class","order","family","genus"
"Ostrea lutaria",397196,"Animalia","Mollusca","Bivalvia","Ostreida","Ostreidae","Ostrea"
"Perna canaliculus",397169,"Animalia","Mollusca","Bivalvia","Mytilida","Mytilidae","Perna"
"Pecten novaezelandiae",393937,"Animalia","Mollusca","Bivalvia","Pectinida","Pectinidae","Pecten"
"Chlamys nobilis",NA,"Animalia","Arthropoda","Hexanauplia","Siphonostomatoida","Pandaridae","Chlamys"
"Farfantepenaeus aztecus",158332,"Animalia","Arthropoda","Malacostraca","Decapoda","Penaeidae","Farfantepenaeus"
"Farfantepenaeus duorarum",158334,"Animalia","Arthropoda","Malacostraca","Decapoda","Penaeidae","Farfantepenaeus"
"Pandalus borealis",107649,"Animalia","Arthropoda","Malacostraca","Decapoda","Pandalidae","Pandalus"
"Mercenaria mercenaria",141919,"Animalia","Mollusca","Bivalvia","Venerida","Veneridae","Mercenaria"
"Nephrops norvegicus",107254,"Animalia","Arthropoda","Malacostraca","Decapoda","Nephropidae","Nephrops"
"Meganyctiphanes norvegica",110690,"Animalia","Arthropoda","Malacostraca","Euphausiacea","Euphausiidae","Meganyctiphanes"
"Arctica islandica",138802,"Animalia","Mollusca","Bivalvia","Venerida","Arcticidae","Arctica"
"Protothaca staminea",546006,"Animalia","Mollusca","Bivalvia","Venerida","Veneridae","Protothaca"
"Loligo gahi",341880,"Animalia","Mollusca","Cephalopoda","Myopsida","Loliginidae","Loligo"
"Pteria penguin",208448,"Animalia","Mollusca","Bivalvia","Ostreida","Pteriidae","Pteria"
"Argopecten purpuratus",394269,"Animalia","Mollusca","Bivalvia","Pectinida","Pectinidae","Argopecten"
"Lobatus gigas",564730,"Animalia","Mollusca","Gastropoda","Littorinimorpha","Strombidae","Lobatus"
"Palinurus mauritanicus",107704,"Animalia","Arthropoda","Malacostraca","Decapoda","Palinuridae","Palinurus"
"Crassostrea angulata",146900,"Animalia","Mollusca","Bivalvia","Ostreida","Ostreidae","Crassostrea"
"Venerupis corrugata",181364,"Animalia","Mollusca","Bivalvia","Venerida","Veneridae","Venerupis"
"Chionoecetes opilio",107315,"Animalia","Arthropoda","Malacostraca","Decapoda","Oregoniidae","Chionoecetes"
"Aequipecten opercularis",140687,"Animalia","Mollusca","Bivalvia","Pectinida","Pectinidae","Aequipecten"
"Haliotis rufescens",445357,"Animalia","Mollusca","Gastropoda","Lepetellida","Haliotidae","Haliotis"
"Pyura stolonifera",215927,"Animalia","Chordata","Ascidiacea","Stolidobranchia","Pyuridae","Pyura"
"Chaceon quinquedens",158407,"Animalia","Arthropoda","Malacostraca","Decapoda","Geryonidae","Chaceon"
"Pyura chilensis",251256,"Animalia","Chordata","Ascidiacea","Stolidobranchia","Pyuridae","Pyura"
"Asterias rubens",123776,"Animalia","Echinodermata","Asteroidea","Forcipulatida","Asteriidae","Asterias"
"Mytilus platensis",506158,"Animalia","Mollusca","Bivalvia","Mytilida","Mytilidae","Mytilus"
"Sicyonia brevirostris",158342,"Animalia","Arthropoda","Malacostraca","Decapoda","Sicyoniidae","Sicyonia"
"Panulirus regius",107707,"Animalia","Arthropoda","Malacostraca","Decapoda","Palinuridae","Panulirus"
"Mya arenaria",140430,"Animalia","Mollusca","Bivalvia","Myida","Myidae","Mya"
"Panulirus homarus",210355,"Animalia","Arthropoda","Malacostraca","Decapoda","Palinuridae","Panulirus"
"Martialia hyadesi",325305,"Animalia","Mollusca","Cephalopoda","Oegopsida","Ommastrephidae","Martialia"
"Pinctada maxima",464492,"Animalia","Mollusca","Bivalvia","Ostreida","Pteriidae","Pinctada"
"Haliotis diversicolor",445319,"Animalia","Mollusca","Gastropoda","Lepetellida","Haliotidae","Haliotis"
"Mactra glabrata",216452,"Animalia","Mollusca","Bivalvia","Venerida","Mactridae","Mactra"
"Paralomis granulosa",394052,"Animalia","Arthropoda","Malacostraca","Decapoda","Lithodidae","Paralomis"
"Farfantepenaeus subtilis",377433,"Animalia","Arthropoda","Malacostraca","Decapoda","Penaeidae","Farfantepenaeus"
"Farfantepenaeus notialis",234119,"Animalia","Arthropoda","Malacostraca","Decapoda","Penaeidae","Farfantepenaeus"
"Litopenaeus schmitti",377457,"Animalia","Arthropoda","Malacostraca","Decapoda","Penaeidae","Litopenaeus"
"Metapenaeus monoceros",107107,"Animalia","Arthropoda","Malacostraca","Decapoda","Penaeidae","Metapenaeus"
"Maja squinado",107350,"Animalia","Arthropoda","Malacostraca","Decapoda","Majidae","Maja"
"Squilla mantis",136137,"Animalia","Arthropoda","Malacostraca","Stomatopoda","Squillidae","Squilla"
"Squilla biformis",409340,"Animalia","Arthropoda","Malacostraca","Stomatopoda","Squillidae","Squilla"
"Paracentrotus lividus",124316,"Animalia","Echinodermata","Echinoidea","Camarodonta","Parechinidae","Paracentrotus"
"Aristeus varidens",234116,"Animalia","Arthropoda","Malacostraca","Decapoda","Aristeidae","Aristeus"
"Chamelea gallina",141907,"Animalia","Mollusca","Bivalvia","Venerida","Veneridae","Chamelea"
"Lithodes murrayi",241288,"Animalia","Arthropoda","Malacostraca","Decapoda","Lithodidae","Lithodes"
"Crassostrea rivularis",233548,"Animalia","Mollusca","Bivalvia","Ostreida","Ostreidae","Crassostrea"
"Jasus tristani",246525,"Animalia","Arthropoda","Malacostraca","Decapoda","Palinuridae","Jasus"
"Haliotis tuberculata",140059,"Animalia","Mollusca","Gastropoda","Lepetellida","Haliotidae","Haliotis"
"Mimachlamys varia",236719,"Animalia","Mollusca","Bivalvia","Pectinida","Pectinidae","Mimachlamys"
"Patinopecten caurinus",393720,"Animalia","Mollusca","Bivalvia","Pectinida","Pectinidae","Patinopecten"
"Nototodarus sloanii",342378,"Animalia","Mollusca","Cephalopoda","Oegopsida","Ommastrephidae","Nototodarus"
"Chaceon maritae",234117,"Animalia","Arthropoda","Malacostraca","Decapoda","Geryonidae","Chaceon"
"Litopenaeus vannamei",247789,"Animalia","Arthropoda","Malacostraca","Decapoda","Penaeidae","Litopenaeus"
"Pecten yessoensis",393717,"Animalia","Mollusca","Bivalvia","Pectinida","Pectinidae","Pecten"
"Paralomis formosa",369207,"Animalia","Arthropoda","Malacostraca","Decapoda","Lithodidae","Paralomis"
"Ommastrephes bartramii",181382,"Animalia","Mollusca","Cephalopoda","Oegopsida","Ommastrephidae","Ommastrephes"
"Loligo forbesii",140270,"Animalia","Mollusca","Cephalopoda","Myopsida","Loliginidae","Loligo"
"Scyllarides latus",107708,"Animalia","Arthropoda","Malacostraca","Decapoda","Scyllaridae","Scyllarides"
"Stramonita haemastoma",140417,"Animalia","Mollusca","Gastropoda","Neogastropoda","Muricidae","Stramonita"
"Cerastoderma edule",138998,"Animalia","Mollusca","Bivalvia","Cardiida","Cardiidae","Cerastoderma"
"Erimacrus isenbeckii",440405,"Animalia","Arthropoda","Malacostraca","Decapoda","Cheiragonidae","Erimacrus"
"Haliporoides diomedeae",241282,"Animalia","Arthropoda","Malacostraca","Decapoda","Solenoceridae","Haliporoides"
"Heterocarpus vicarius",515438,"Animalia","Arthropoda","Malacostraca","Decapoda","Pandalidae","Heterocarpus"
"Ibacus ciliatus",382922,"Animalia","Arthropoda","Malacostraca","Decapoda","Scyllaridae","Ibacus"
"Lithodes aequispinus",550622,"Animalia","Arthropoda","Malacostraca","Decapoda","Lithodidae","Lithodes"
"Megabalanus psittacus",NA,"Animalia","Arthropoda","Maxillopoda","Sessilia","Balanidae","Austromegabalanus"
"Mithrax armatus",442120,"Animalia","Arthropoda","Malacostraca","Decapoda","Mithracidae","Mithrax"
"Pandalus hypsinotus",515467,"Animalia","Arthropoda","Malacostraca","Decapoda","Pandalidae","Pandalus"
"Pandalus kessleri",233336,"Animalia","Arthropoda","Malacostraca","Decapoda","Pandalidae","Pandalus"
"Panulirus gracilis",382895,"Animalia","Arthropoda","Malacostraca","Decapoda","Palinuridae","Panulirus"
"Paralithodes brevipes",254494,"Animalia","Arthropoda","Malacostraca","Decapoda","Lithodidae","Paralithodes"
"Paralithodes camtschaticus",233889,"Animalia","Arthropoda","Malacostraca","Decapoda","Lithodidae","Paralithodes"
"Paralithodes platypus",254493,"Animalia","Arthropoda","Malacostraca","Decapoda","Lithodidae","Paralithodes"
"Pleuroncodes monodon",392682,"Animalia","Arthropoda","Malacostraca","Decapoda","Munididae","Pleuroncodes"
"Sicyonia ingentis",377635,"Animalia","Arthropoda","Malacostraca","Decapoda","Sicyoniidae","Sicyonia"
"Spisula ovalis",816086,"Animalia","Mollusca","Bivalvia","Venerida","Mactridae","Spisula"
"Anadara ovalis",156733,"Animalia","Mollusca","Bivalvia","Arcida","Arcidae","Anadara"
"Clinocardium nuttallii",381980,"Animalia","Mollusca","Bivalvia","Cardiida","Cardiidae","Clinocardium"
"Loligo opalescens",341883,"Animalia","Mollusca","Cephalopoda","Myopsida","Loliginidae","Loligo"
"Tresus nuttallii",505780,"Animalia","Mollusca","Bivalvia","Venerida","Mactridae","Tresus"
"Upogebia pugettensis",367757,"Animalia","Arthropoda","Malacostraca","Decapoda","Upogebiidae","Upogebia"
"Sepioteuthis lessoniana",220317,"Animalia","Mollusca","Cephalopoda","Myopsida","Loliginidae","Sepioteuthis"
"Spisula solida",140301,"Animalia","Mollusca","Bivalvia","Venerida","Mactridae","Spisula"
"Tridacna maxima",207675,"Animalia","Mollusca","Bivalvia","Cardiida","Cardiidae","Tridacna"
"Zidona dufresnei",382412,"Animalia","Mollusca","Gastropoda","Neogastropoda","Volutidae","Zidona"
"Tapes rhomboides",152316,"Animalia","Mollusca","Bivalvia","Venerida","Veneridae","Tapes"
"Liocarcinus depurator",107387,"Animalia","Arthropoda","Malacostraca","Decapoda","Polybiidae","Liocarcinus"
"Semele solida",507298,"Animalia","Mollusca","Bivalvia","Cardiida","Semelidae","Semele"
"Glycymeris glycymeris",140025,"Animalia","Mollusca","Bivalvia","Arcida","Glycymerididae","Glycymeris"
"Chlamys delicatula",NA,"Animalia","Arthropoda","Hexanauplia","Siphonostomatoida","Pandaridae","Chlamys"
"Palaemon longirostris",107615,"Animalia","Arthropoda","Malacostraca","Decapoda","Palaemonidae","Palaemon"
"Thenus orientalis",210362,"Animalia","Arthropoda","Malacostraca","Decapoda","Scyllaridae","Thenus"
"Aristaeomorpha foliacea",158326,"Animalia","Arthropoda","Malacostraca","Decapoda","Aristeidae","Aristaeomorpha"
"Eledone cirrhosa",140600,"Animalia","Mollusca","Cephalopoda","Octopoda","Eledonidae","Eledone"
"Charonia lampas",141101,"Animalia","Mollusca","Gastropoda","Littorinimorpha","Charoniidae","Charonia"
"Zygochlamys patagonica",236717,"Animalia","Mollusca","Bivalvia","Pectinida","Pectinidae","Zygochlamys"
"Scrobicularia plana",141424,"Animalia","Mollusca","Bivalvia","Cardiida","Semelidae","Scrobicularia"
"Paphies australis",505806,"Animalia","Mollusca","Bivalvia","Venerida","Mesodesmatidae","Paphies"
"Bolinus brandaris",140389,"Animalia","Mollusca","Gastropoda","Neogastropoda","Muricidae","Bolinus"
"Callista chione",141906,"Animalia","Mollusca","Bivalvia","Venerida","Veneridae","Callista"
"Jasus paulensis",246323,"Animalia","Arthropoda","Malacostraca","Decapoda","Palinuridae","Jasus"
"Chione stutchburyi",NA,"Animalia","Mollusca","Bivalvia","Venerida","Veneridae","Austrovenus"
"Venus verrucosa",141936,"Animalia","Mollusca","Bivalvia","Venerida","Veneridae","Venus"
"Nematopalaemon schmitti",514443,"Animalia","Arthropoda","Malacostraca","Decapoda","Palaemonidae","Nematopalaemon"
"Cyclina sinensis",367957,"Animalia","Mollusca","Bivalvia","Venerida","Veneridae","Cyclina"
"Sinonovacula constricta",413600,"Animalia","Mollusca","Bivalvia","Adapedonta","Pharidae","Sinonovacula"
"Tonna galea",141687,"Animalia","Mollusca","Gastropoda","Littorinimorpha","Tonnidae","Tonna"
"Pitar rostratus",533304,"Animalia","Mollusca","Bivalvia","Venerida","Veneridae","Pitar"
"Acanthocardia tuberculata",381057,"Animalia","Mollusca","Bivalvia","Cardiida","Cardiidae","Acanthocardia"
"Ensis ensis",140733,"Animalia","Mollusca","Bivalvia","Adapedonta","Pharidae","Ensis"
"Ensis siliqua",140735,"Animalia","Mollusca","Bivalvia","Adapedonta","Pharidae","Ensis"
"Laevicardium crassum",139004,"Animalia","Mollusca","Bivalvia","Cardiida","Cardiidae","Laevicardium"
"Palaemonetes varians",107624,"Animalia","Arthropoda","Malacostraca","Decapoda","Palaemonidae","Palaemonetes"
"Terebra areolata",208111,"Animalia","Mollusca","Gastropoda","Neogastropoda","Terebridae","Terebra"
"Thalamita crenata",208848,"Animalia","Arthropoda","Malacostraca","Decapoda","Portunidae","Thalamita"
"Tonna perdix",410256,"Animalia","Mollusca","Gastropoda","Littorinimorpha","Tonnidae","Tonna"
"Toxopneustes pileolus",212449,"Animalia","Echinodermata","Echinoidea","Camarodonta","Toxopneustidae","Toxopneustes"
"Tripneustes gratilla",212453,"Animalia","Echinodermata","Echinoidea","Camarodonta","Toxopneustidae","Tripneustes"
"Trochus niloticus",216345,"Animalia","Mollusca","Gastropoda","Trochida","Trochidae","Trochus"
"Turbo setosus",216365,"Animalia","Mollusca","Gastropoda","Trochida","Turbinidae","Turbo"
"Vasum turbinellum",594051,"Animalia","Mollusca","Gastropoda","Neogastropoda","Turbinellidae","Vasum"
"Zosimus aeneus",209076,"Animalia","Arthropoda","Malacostraca","Decapoda","Xanthidae","Zosimus"
"Carpilius convexus",209150,"Animalia","Arthropoda","Malacostraca","Decapoda","Carpiliidae","Carpilius"
"Carpilius maculatus",209151,"Animalia","Arthropoda","Malacostraca","Decapoda","Carpiliidae","Carpilius"
"Cassis cornuta",208963,"Animalia","Mollusca","Gastropoda","Littorinimorpha","Cassidae","Cassis"
"Conus ebraeus",215436,"Animalia","Mollusca","Gastropoda","Neogastropoda","Conidae","Conus"
"Conus striatus",215466,"Animalia","Mollusca","Gastropoda","Neogastropoda","Conidae","Conus"
"Cypraea aurantium",578028,"Animalia","Mollusca","Gastropoda","Littorinimorpha","Cypraeidae","Cypraea"
"Cypraea erosa",216790,"Animalia","Mollusca","Gastropoda","Littorinimorpha","Cypraeidae","Cypraea"
"Cypraea mappa",216782,"Animalia","Mollusca","Gastropoda","Littorinimorpha","Cypraeidae","Cypraea"
"Cypraea mauritiana",216779,"Animalia","Mollusca","Gastropoda","Littorinimorpha","Cypraeidae","Cypraea"
"Cypraea tigris",216843,"Animalia","Mollusca","Gastropoda","Littorinimorpha","Cypraeidae","Cypraea"
"Cypraea ventriculus",578039,"Animalia","Mollusca","Gastropoda","Littorinimorpha","Cypraeidae","Cypraea"
"Daldorfia horrida",220551,"Animalia","Arthropoda","Malacostraca","Decapoda","Parthenopidae","Daldorfia"
"Dardanus megistos",208700,"Animalia","Arthropoda","Malacostraca","Decapoda","Diogenidae","Dardanus"
"Diadema savignyi",213375,"Animalia","Echinodermata","Echinoidea","Diadematoida","Diadematidae","Diadema"
"Echinothrix calamaris",213377,"Animalia","Echinodermata","Echinoidea","Diadematoida","Diadematidae","Echinothrix"
"Echinothrix diadema",213378,"Animalia","Echinodermata","Echinoidea","Diadematoida","Diadematidae","Echinothrix"
"Eriphia sebana",207602,"Animalia","Arthropoda","Malacostraca","Decapoda","Eriphiidae","Eriphia"
"Etisus splendidus",209109,"Animalia","Arthropoda","Malacostraca","Decapoda","Xanthidae","Etisus"
"Gafrarium tumidum",208528,"Animalia","Mollusca","Bivalvia","Venerida","Veneridae","Gafrarium"
"Hexabranchus sanguineus",220381,"Animalia","Mollusca","Gastropoda","Nudibranchia","Hexabranchidae","Hexabranchus"
"Holothuria atra",NA,"Animalia","Echinodermata","Holothuroidea","Holothuriida","Holothuriidae","Holothuria"
"Holothuria edulis",NA,"Animalia","Echinodermata","Holothuroidea","Holothuriida","Holothuriidae","Holothuria"
"Lambis lambis",211096,"Animalia","Mollusca","Gastropoda","Littorinimorpha","Strombidae","Lambis"
"Lambis truncata",564718,"Animalia","Mollusca","Gastropoda","Littorinimorpha","Strombidae","Lambis"
"Nerita versicolor",419506,"Animalia","Mollusca","Gastropoda","Cycloneritida","Neritidae","Nerita"
"Nerita polita",600671,"Animalia","Mollusca","Gastropoda","Cycloneritida","Neritidae","Nerita"
"Callistoctopus ornatus",534728,"Animalia","Mollusca","Cephalopoda","Octopoda","Octopodidae","Callistoctopus"
"Oratosquilla oratoria",395015,"Animalia","Arthropoda","Malacostraca","Stomatopoda","Squillidae","Oratosquilla"
"Palinurellus wieneckii",210069,"Animalia","Arthropoda","Malacostraca","Decapoda","Palinuridae","Palinurellus"
"Panulirus ornatus",107706,"Animalia","Arthropoda","Malacostraca","Decapoda","Palinuridae","Panulirus"
"Panulirus penicillatus",210358,"Animalia","Arthropoda","Malacostraca","Decapoda","Palinuridae","Panulirus"
"Panulirus versicolor",210359,"Animalia","Arthropoda","Malacostraca","Decapoda","Palinuridae","Panulirus"
"Parribacus antarcticus",210364,"Animalia","Arthropoda","Malacostraca","Decapoda","Scyllaridae","Parribacus"
"Portunus sanguinolentus",1061758,"Animalia","Arthropoda","Malacostraca","Decapoda","Portunidae","Portunus"
"Sepia latimanus",220305,"Animalia","Mollusca","Cephalopoda","Sepiida","Sepiidae","Sepia"
"Stichopus horrens",210914,"Animalia","Echinodermata","Holothuroidea","Synallactida","Stichopodidae","Stichopus"
"Strombus gibberulus",215374,"Animalia","Mollusca","Gastropoda","Littorinimorpha","Strombidae","Strombus"
"Strombus luhuanus",215376,"Animalia","Mollusca","Gastropoda","Littorinimorpha","Strombidae","Strombus"
"Terebra crenulata",208116,"Animalia","Mollusca","Gastropoda","Neogastropoda","Terebridae","Terebra"
"Terebra maculata",447555,"Animalia","Mollusca","Gastropoda","Neogastropoda","Terebridae","Terebra"
"Acanthopleura gemmata",211919,"Animalia","Mollusca","Polyplacophora","Chitonida","Chitonidae","Acanthopleura"
"Acanthopleura spinosa",211920,"Animalia","Mollusca","Polyplacophora","Chitonida","Chitonidae","Acanthopleura"
"Actinopyga obesa",208945,"Animalia","Echinodermata","Holothuroidea","Holothuriida","Holothuriidae","Actinopyga"
"Asaphis violascens",213508,"Animalia","Mollusca","Bivalvia","Cardiida","Psammobiidae","Asaphis"
"Asaphis deflorata",213509,"Animalia","Mollusca","Bivalvia","Cardiida","Psammobiidae","Asaphis"
"Bohadschia argus",210768,"Animalia","Echinodermata","Holothuroidea","Holothuriida","Holothuriidae","Bohadschia"
"Bohadschia marmorata",210762,"Animalia","Echinodermata","Holothuroidea","Holothuriida","Holothuriidae","Bohadschia"
"Calappa hepatica",209501,"Animalia","Arthropoda","Malacostraca","Decapoda","Calappidae","Calappa"
"Parribacus caledonicus",382925,"Animalia","Arthropoda","Malacostraca","Decapoda","Scyllaridae","Parribacus"
"Ranina ranina",209574,"Animalia","Arthropoda","Malacostraca","Decapoda","Raninidae","Ranina"
"Ovalipes ocellatus",158434,"Animalia","Arthropoda","Malacostraca","Decapoda","Ovalipidae","Ovalipes"
"Crassostrea tulipa",506706,"Animalia","Mollusca","Bivalvia","Ostreida","Ostreidae","Crassostrea"
"Crassostrea sikamea",397061,"Animalia","Mollusca","Bivalvia","Ostreida","Ostreidae","Crassostrea"
"Crassadoma gigantea",240774,"Animalia","Mollusca","Bivalvia","Pectinida","Pectinidae","Crassadoma"
